date,opening_cash,external_inflows,external_outflows,trading_cash_flow,income,fees,financing_costs,internal_transfers,other_cash_flow,net_cash_movement,closing_cash,balance_confidence,cash_position_type
2020-10-12,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-13,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-14,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-15,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-16,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-17,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-18,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-19,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-20,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-21,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-22,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-23,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-24,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-25,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-26,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-27,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-28,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-29,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-30,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-31,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-11-01,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-11-02,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,19540.50,derived,verified_account_balance
2020-11-03,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-04,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-05,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-06,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-07,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-08,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-09,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-10,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-11,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-12,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-13,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-14,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-15,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-16,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-17,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-18,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-19,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-20,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-21,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-22,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-23,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-24,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-25,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-26,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-27,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-28,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-29,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-11-30,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-01,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-02,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-03,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-04,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-05,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-06,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-07,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-08,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-09,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-10,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-11,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-12,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-13,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-14,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-15,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-16,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-17,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-18,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-19,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-20,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-21,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-22,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-23,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-24,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-25,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-26,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-27,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-28,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-29,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-30,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2020-12-31,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2021-01-01,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2021-01-02,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2021-01-03,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2021-01-04,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2021-01-05,19540.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19540.50,derived,verified_account_balance
2021-01-06,19540.50,0.00,0.00,-500.00,0.00,0.00,0.00,0.00,0.00,-500.00,19040.50,derived,verified_account_balance
2021-01-07,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-08,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-09,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-10,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-11,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-12,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-13,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-14,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-15,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-16,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-17,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-18,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-19,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-20,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-21,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-22,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-23,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-24,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-25,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-26,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-27,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-28,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-29,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-30,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-01-31,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-02-01,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-02-02,19040.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19040.50,derived,verified_account_balance
2021-02-03,19040.50,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,30.00,19070.50,derived,verified_account_balance
2021-02-04,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-05,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-06,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-07,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-08,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-09,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-10,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-11,19070.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19070.50,derived,verified_account_balance
2021-02-12,19070.50,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,30.00,19100.50,derived,verified_account_balance
2021-02-13,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-14,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-15,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-16,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-17,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-18,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-19,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-20,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-21,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-22,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-23,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-24,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-25,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-26,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-27,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-02-28,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-01,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-02,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-03,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-04,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-05,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-06,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-07,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-08,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-09,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-10,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-11,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-12,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-13,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-14,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-15,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-16,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-17,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-18,19100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19100.50,derived,verified_account_balance
2021-03-19,19100.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,19105.50,derived,verified_account_balance
2021-03-20,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-21,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-22,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-23,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-24,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-25,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-26,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-27,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-28,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-29,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-30,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-03-31,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-01,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-02,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-03,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-04,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-05,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-06,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-07,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-08,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-09,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-10,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-11,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-12,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-13,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-14,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-15,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-16,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-17,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-18,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-19,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-20,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-21,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-22,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-23,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-24,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-25,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-26,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-27,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-28,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-29,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-04-30,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-01,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-02,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-03,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-04,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-05,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-06,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-07,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-08,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-09,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-10,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-11,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-12,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-13,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-14,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-15,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
2021-05-16,19105.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19105.50,derived,verified_account_balance
